ground_beef,pepper,milk,eggs,green_tea,chocolate
ground_beef,spaghetti,mineral_water,eggs,chocolate,white_wine
ground_beef,almonds,french_fries,escalope,,
ground_beef,mineral_water,chocolate,fromage_blanc,bacon,hot_dogs
ground_beef,olive_oil,bug_spray,frozen_smoothie,hot_dogs,
ground_beef,pancakes,cooking_oil,gluten_free_bar,light_mayo,
ground_beef,chicken,cider,green_grapes,honey,chocolate
ground_beef,mineral_water,chocolate,green_tea,,
ground_beef,green_beans,french_fries,green_tea,,
ground_beef,spaghetti,french_fries,green_tea,,
ground_beef,chocolate,salmon,hot_dogs,,
ground_beef,mineral_water,chocolate,milk,olive_oil,black_tea
ground_beef,mineral_water,chocolate,milk,chicken,nonfat_milk
ground_beef,spaghetti,mineral_water,milk,energy_bar,black_tea
ground_beef,spaghetti,mineral_water,milk,eggs,strawberries
ground_beef,spaghetti,mineral_water,milk,frozen_smoothie,champagne
ground_beef,pepper,spaghetti,milk,vegetables_mix,burger_sauce
ground_beef,tomato_sauce,spaghetti,milk,hot_dogs,brownies
ground_beef,tomato_sauce,spaghetti,mineral_water,almonds,eggs
ground_beef,frozen_smoothie,cottage_cheese,mint,,
ground_beef,mineral_water,milk,oatmeal,chocolate,french_fries
ground_beef,soup,avocado,olive_oil,cake,chocolate_bread
ground_beef,yams,chocolate,olive_oil,eggs,
ground_beef,milk,energy_bar,pancakes,honey,cereals
ground_beef,honey,chicken,pasta,,
ground_beef,mineral_water,antioxydant_juice,protein_bar,,
ground_beef,spaghetti,chicken,rice,oil,cooking_oil
ground_beef,spaghetti,mineral_water,soup,chicken,pancakes
ground_beef,mineral_water,milk,spinach,,
ground_beef,vegetables_mix,honey,tomato_juice,,
ground_beef,chocolate,escalope,,,
ground_beef,milk,frozen_smoothie,,,
ground_beef,mineral_water,milk,,,
ground_beef,spaghetti,milk,,,
ground_beef,spaghetti,milk,,,
ground_beef,chocolate,mint,,,
ground_beef,whole_wheat_rice,mint,,,
ground_beef,mineral_water,pancakes,,,
ground_beef,green_tea,protein_bar,,,
ground_beef,mineral_water,protein_bar,,,
ham,soup,escalope,body_spray,,
ham,spaghetti,yams,chicken,cooking_oil,chocolate
ham,burgers,mineral_water,chocolate,butter,salmon
ham,shrimp,spaghetti,cookies,,
ham,mineral_water,spinach,cooking_oil,french_fries,protein_bar
ham,spaghetti,chocolate,eggs,,
ham,spaghetti,mineral_water,energy_bar,eggs,cooking_oil
ham,ground_beef,olive_oil,energy_bar,chicken,brownies
ham,eggs,french_fries,energy_drink,,
ham,spaghetti,eggs,frozen_smoothie,magazines,
ham,red_wine,corn,green_tea,,
ham,grated_cheese,frozen_vegetables,mineral_water,soup,eggs
ham,chocolate,ground_beef,mineral_water,oil,
ham,herb_e_pepper,spaghetti,mineral_water,chocolate,pancakes
ham,herb_e_pepper,tomato_sauce,mineral_water,green_grapes,eggs
ham,mineral_water,olive_oil,oil,carrots,cottage_cheese
ham,spaghetti,mineral_water,olive_oil,,
ham,grated_cheese,pepper,pancakes,honey,light_cream
ham,grated_cheese,herb_e_pepper,shrimp,ground_beef,spaghetti
ham,pepper,spaghetti,strawberries,white_wine,
ham,herb_e_pepper,frozen_vegetables,tomatoes,spaghetti,olive_oil
ham,herb_e_pepper,frozen_vegetables,tomatoes,whole_wheat_pasta,spaghetti
ham,spaghetti,french_wine,vegetables_mix,chocolate,french_fries
ham,frozen_vegetables,energy_bar,whole_weat_flour,green_tea,
ham,red_wine,ground_beef,yams,mineral_water,chocolate
ham,french_wine,escalope,,,
ham,escalope,green_tea,,,
herb_e_pepper,spaghetti,pancakes,cake,,
herb_e_pepper,red_wine,whole_wheat_pasta,cake,tomato_juice,
herb_e_pepper,frozen_vegetables,salmon,carrots,chocolate,french_fries
herb_e_pepper,ground_beef,mineral_water,chicken,,
herb_e_pepper,ground_beef,cooking_oil,chocolate,french_fries,
herb_e_pepper,shrimp,ground_beef,chocolate,milk,olive_oil
herb_e_pepper,ground_beef,spaghetti,chocolate,milk,eggs
herb_e_pepper,nonfat_milk,eggs,cooking_oil,,
herb_e_pepper,mineral_water,chocolate,eggs,cereals,escalope
herb_e_pepper,tomatoes,ground_beef,eggs,cooking_oil,
herb_e_pepper,whole_wheat_pasta,pepper,eggs,,
herb_e_pepper,shrimp,soup,eggs,oil,cooking_oil
herb_e_pepper,ground_beef,spaghetti,eggs,chicken,
herb_e_pepper,red_wine,spaghetti,eggs,whole_wheat_rice,chocolate
herb_e_pepper,shrimp,spaghetti,eggs,,
herb_e_pepper,spaghetti,milk,energy_bar,eggs,light_cream
herb_e_pepper,ground_beef,spaghetti,french_fries,escalope,tomato_juice
herb_e_pepper,shrimp,tomatoes,ground_beef,spaghetti,olive_oil
herb_e_pepper,whole_wheat_pasta,spaghetti,honey,green_tea,
herb_e_pepper,pancakes,eggs,light_cream,light_mayo,
herb_e_pepper,tomato_sauce,light_cream,magazines,,
herb_e_pepper,ground_beef,mineral_water,meatballs,milk,energy_bar
herb_e_pepper,shrimp,frozen_vegetables,milk,butter,salmon
herb_e_pepper,frozen_vegetables,ground_beef,milk,,
herb_e_pepper,spaghetti,meatballs,milk,olive_oil,chicken
herb_e_pepper,shrimp,tomatoes,milk,eggs,light_cream
herb_e_pepper,whole_wheat_pasta,ground_beef,mineral_water,avocado,cider
herb_e_pepper,whole_wheat_pasta,ground_beef,mineral_water,olive_oil,
herb_e_pepper,red_wine,shrimp,mineral_water,barbecue_sauce,protein_bar
herb_e_pepper,ground_beef,spaghetti,mineral_water,chocolate,black_tea
herb_e_pepper,frozen_vegetables,tomato_sauce,mineral_water,soup,milk
herb_e_pepper,parmesan_cheese,whole_wheat_pasta,mineral_water,milk,eggs
herb_e_pepper,frozen_vegetables,mineral_water,muffins,cereals,
herb_e_pepper,ground_beef,escalope,pancakes,green_tea,
herb_e_pepper,shrimp,mineral_water,pancakes,eggs,cake
herb_e_pepper,whole_wheat_pasta,olive_oil,pancakes,eggs,
herb_e_pepper,frozen_vegetables,tomatoes,parmesan_cheese,ground_beef,fromage_blanc
herb_e_pepper,frozen_vegetables,ground_beef,pepper,spaghetti,mint_green_tea
herb_e_pepper,parmesan_cheese,ground_beef,pepper,spaghetti,chocolate_bread
herb_e_pepper,honey,cake,rice,protein_bar,
herb_e_pepper,shrimp,pasta,spaghetti,milk,
herb_e_pepper,spaghetti,mineral_water,spinach,eggs,oil
herb_e_pepper,frozen_vegetables,ground_beef,tomato_sauce,spaghetti,mineral_water
herb_e_pepper,shrimp,frozen_vegetables,tomatoes,avocado,chicken
herb_e_pepper,spaghetti,cooking_oil,toothpaste,,
herb_e_pepper,mineral_water,salmon,whole_weat_flour,light_mayo,salt
herb_e_pepper,spaghetti,mineral_water,whole_wheat_rice,cake,hot_dogs
herb_e_pepper,mineral_water,salmon,whole_wheat_rice,cake,green_tea
herb_e_pepper,shrimp,whole_wheat_pasta,whole_wheat_rice,chicken,green_tea
herb_e_pepper,chocolate,champagne,yogurt_cake,green_tea,
herb_e_pepper,mineral_water,whole_wheat_rice,yogurt_cake,low_fat_yogurt,
herb_e_pepper,pet_food,cookies,,,
herb_e_pepper,eggs,escalope,,,
herb_e_pepper,olive_oil,fresh_bread,,,
herb_e_pepper,parmesan_cheese,frozen_smoothie,,,
herb_e_pepper,red_wine,tomatoes,,,
honey,chocolate,french_fries,brownies,,
honey,french_fries,escalope,,,
light_cream,chocolate,pancakes,yogurt_cake,,
meatballs,milk,honey,french_fries,protein_bar,
milk,whole_wheat_rice,escalope,champagne,,
milk,eggs,cake,chocolate,french_fries,green_tea
milk,cooking_oil,chicken,chocolate,escalope,mushroom_cream_sauce
milk,salmon,whole_weat_flour,chocolate,low_fat_yogurt,
milk,bug_spray,oatmeal,chocolate_bread,,
milk,olive_oil,light_cream,cooking_oil,chicken,extra_dark_chocolate
milk,butter,pancakes,eggs,,
milk,eggs,cake,french_fries,,
milk,eggs,cake,french_fries,,
milk,bacon,eggs,french_fries,fresh_bread,
milk,cake,gums,french_fries,green_tea,
milk,energy_bar,eggs,frozen_smoothie,mint,
milk,tomato_juice,low_fat_yogurt,green_tea,,
milk,butter,french_fries,mushroom_cream_sauce,brownies,
milk,escalope,shallot,strawberries,,
milk,muffins,honey,whole_weat_flour,green_tea,
milk,butter,eggs,,,
milk,cake,green_tea,,,
milk,energy_bar,green_tea,,,
milk,frozen_smoothie,low_fat_yogurt,,,
milk,yogurt_cake,melons,,,
milk,chicken,mint_green_tea,,,
milk,chocolate,white_wine,,,
mineral_water,milk,almonds,bacon,eggs,rice
mineral_water,milk,energy_bar,barbecue_sauce,chocolate,low_fat_yogurt
mineral_water,milk,olive_oil,black_tea,light_mayo,
mineral_water,soup,bacon,cake,light_cream,eggplant
mineral_water,avocado,eggs,cake,low_fat_yogurt,
mineral_water,soup,eggs,cake,rice,cooking_oil
mineral_water,fromage_blanc,whole_wheat_rice,cake,french_fries,
mineral_water,soup,almonds,cereals,green_tea,
mineral_water,almonds,cooking_oil,cereals,protein_bar,white_wine
mineral_water,milk,escalope,champagne,hot_dogs,fresh_bread
mineral_water,chocolate,french_wine,champagne,,
mineral_water,chocolate,rice,champagne,,
mineral_water,milk,vegetables_mix,chicken,green_tea,chocolate
mineral_water,eggs,chicken,chocolate,french_fries,
mineral_water,milk,eggs,chocolate,,
mineral_water,chicken,oil,chocolate,frozen_smoothie,mint
mineral_water,milk,oil,chocolate,escalope,hot_dogs
mineral_water,almonds,pancakes,chocolate,french_fries,green_tea
mineral_water,chicken,cereals,clothes_accessories,,
mineral_water,chocolate,french_fries,cookies,,
mineral_water,cake,frozen_smoothie,cookies,yogurt_cake,
mineral_water,olive_oil,gums,cooking_oil,,
mineral_water,whole_wheat_rice,rice,cooking_oil,chocolate,fresh_bread
mineral_water,milk,spinach,cooking_oil,chocolate,frozen_smoothie
mineral_water,salmon,frozen_smoothie,cottage_cheese,,
mineral_water,chocolate,avocado,eggs,,
mineral_water,milk,french_wine,eggs,chocolate,
mineral_water,soup,meatballs,energy_bar,cottage_cheese,brownies
mineral_water,eggplant,french_fries,escalope,tomato_juice,toothpaste
mineral_water,chocolate,olive_oil,flax_seed,black_tea,french_wine
mineral_water,energy_bar,butter,french_fries,,
mineral_water,energy_bar,cake,french_fries,,
mineral_water,pancakes,eggs,french_fries,,
mineral_water,butter,pancakes,french_fries,frozen_smoothie,white_wine
mineral_water,green_grapes,hot_dogs,fresh_bread,,
mineral_water,vegetables_mix,cake,frozen_smoothie,brownies,
mineral_water,chicken,french_fries,frozen_smoothie,,
mineral_water,energy_bar,vegetables_mix,green_grapes,,
mineral_water,french_fries,champagne,green_tea,,
mineral_water,milk,salmon,green_tea,cookies,fresh_bread
mineral_water,milk,cider,gums,extra_dark_chocolate,french_fries
mineral_water,soup,chicken,light_cream,green_tea,chocolate
mineral_water,cake,chocolate,low_fat_yogurt,candy_bars,
mineral_water,energy_bar,chocolate,low_fat_yogurt,,
mineral_water,milk,honey,low_fat_yogurt,,
mineral_water,meatballs,olive_oil,muffins,whole_wheat_rice,yogurt_cake
mineral_water,milk,chicken,oil,carrots,cereals
mineral_water,soup,milk,olive_oil,green_beans,french_fries
mineral_water,olive_oil,strong_cheese,pancakes,clothes_accessories,french_fries
mineral_water,soup,muffins,pet_food,eggplant,low_fat_yogurt
mineral_water,chocolate,milk,salmon,pancakes,chicken
mineral_water,soup,milk,salmon,cooking_oil,
mineral_water,french_fries,cookies,shallot,low_fat_yogurt,
mineral_water,eggs,blueberries,soda,escalope,
mineral_water,meatballs,french_fries,strawberries,green_tea,
mineral_water,cake,chocolate,tomato_juice,,
mineral_water,cake,protein_bar,toothpaste,,
mineral_water,pancakes,eggs,whole_wheat_rice,yogurt_cake,green_tea
mineral_water,milk,energy_bar,whole_wheat_rice,green_tea,
mineral_water,honey,brownies,,,
mineral_water,honey,cake,,,
mineral_water,avocado,chocolate,,,
mineral_water,barbecue_sauce,chocolate,,,
mineral_water,cooking_oil,chocolate,,,
mineral_water,cake,cottage_cheese,,,
mineral_water,vegetables_mix,eggs,,,
mineral_water,olive_oil,extra_dark_chocolate,,,
mineral_water,chocolate,fresh_bread,,,
mineral_water,chocolate,frozen_smoothie,,,
mineral_water,oil,frozen_smoothie,,,
mineral_water,french_wine,gluten_free_bar,,,
mineral_water,chicken,green_tea,,,
mineral_water,eggs,green_tea,,,
mineral_water,french_wine,green_tea,,,
mineral_water,cake,honey,,,
mineral_water,honey,hot_dogs,,,
mineral_water,body_spray,low_fat_yogurt,,,
mineral_water,chocolate,low_fat_yogurt,,,
mineral_water,eggs,low_fat_yogurt,,,
mineral_water,vegetables_mix,low_fat_yogurt,,,
mineral_water,whole_wheat_rice,low_fat_yogurt,,,
mineral_water,meatballs,milk,,,
mineral_water,eggs,pancakes,,,
mineral_water,milk,pancakes,,,
mineral_water,eggs,protein_bar,,,
muffins,champagne,cookies,fresh_bread,green_tea,
muffins,french_fries,escalope,gluten_free_bar,,
muffins,blueberries,pet_food,green_tea,toothpaste,
muffins,french_fries,escalope,hot_dogs,,
muffins,chicken,fresh_bread,white_wine,,
muffins,green_tea,brownies,,,
muffins,hot_dogs,brownies,,,
muffins,eggs,cookies,,,
muffins,french_fries,frozen_smoothie,,,
muffins,green_grapes,hot_dogs,,,
muffins,french_fries,yogurt_cake,,,
nonfat_milk,tomato_juice,green_tea,,,
nonfat_milk,cookies,mushroom_cream_sauce,,,
oil,salt,low_fat_yogurt,,,
olive_oil,chicken,chocolate,cookies,green_tea,
olive_oil,cake,eggplant,french_fries,brownies,salt
olive_oil,energy_bar,frozen_smoothie,pancakes,,
olive_oil,cake,energy_drink,,,
olive_oil,cookies,mushroom_cream_sauce,,,
olive_oil,energy_bar,shallot,,,
pancakes,eggs,energy_drink,fresh_bread,,
pancakes,eggs,cake,green_tea,toothpaste,
pancakes,energy_drink,melons,green_tea,,
pancakes,eggs,salt,tomato_juice,,
pancakes,tomato_juice,candy_bars,,,
pancakes,whole_wheat_rice,candy_bars,,,
pancakes,eggs,champagne,,,
pancakes,cereals,chocolate,,,
pancakes,eggs,french_fries,,,
pancakes,melons,green_tea,,,
parmesan_cheese,spaghetti,soup,avocado,milk,fresh_bread
parmesan_cheese,milk,butter,black_tea,eggs,frozen_smoothie
parmesan_cheese,ground_beef,spaghetti,blueberries,rice,oil
parmesan_cheese,soda,french_fries,brownies,,
parmesan_cheese,whole_wheat_rice,escalope,champagne,,
parmesan_cheese,mineral_water,fromage_blanc,eggs,honey,frozen_smoothie
parmesan_cheese,cake,hot_dogs,green_tea,,
parmesan_cheese,ground_beef,salmon,pancakes,champagne,
parmesan_cheese,spaghetti,soda,pet_food,white_wine,
parmesan_cheese,mineral_water,extra_dark_chocolate,toothpaste,candy_bars,
parmesan_cheese,mineral_water,champagne,white_wine,low_fat_yogurt,
pepper,spaghetti,eggs,bug_spray,pancakes,energy_drink
pepper,spaghetti,cake,chocolate,french_fries,fresh_bread
pepper,chocolate,french_fries,cookies,strawberries,chocolate_bread
pepper,burger_sauce,antioxydant_juice,energy_drink,,
pepper,spaghetti,mineral_water,escalope,mint,
pepper,chocolate,olive_oil,french_wine,salmon,rice
pepper,mineral_water,energy_bar,green_grapes,,
pepper,mineral_water,soup,milk,french_wine,pancakes
pepper,chocolate,blueberries,oil,fresh_bread,low_fat_yogurt
pepper,mineral_water,avocado,pancakes,eggs,honey
pepper,french_fries,strawberries,pancakes,low_fat_yogurt,
pepper,mineral_water,escalope,shallot,protein_bar,white_wine
pepper,pancakes,french_fries,tomato_juice,,
pepper,tomato_sauce,escalope,,,
pepper,spaghetti,light_cream,,,
pepper,milk,oil,,,
pepper,milk,salmon,,,
pickles,shrimp,milk,cake,french_fries,brownies
pickles,herb_e_pepper,frozen_vegetables,cider,eggs,brownies
pickles,spaghetti,salmon,escalope,,
pickles,spaghetti,french_fries,frozen_smoothie,,
pickles,frozen_vegetables,chocolate,green_tea,,
pickles,burgers,almonds,honey,frozen_smoothie,
pickles,ground_beef,yams,milk,strong_cheese,salmon
pickles,spaghetti,mineral_water,olive_oil,cooking_oil,cereals
pickles,champagne,green_tea,,,
red_wine,mineral_water,soup,avocado,,
red_wine,spaghetti,olive_oil,cake,fresh_bread,
red_wine,tomatoes,spaghetti,chocolate,chicken,bacon
red_wine,cake,french_fries,cookies,protein_bar,
red_wine,shrimp,frozen_vegetables,eggs,rice,green_tea
red_wine,spaghetti,milk,eggs,chocolate,
red_wine,mineral_water,soup,eggs,pet_food,tomato_juice
red_wine,shrimp,yams,eggs,burger_sauce,yogurt_cake
red_wine,ground_beef,spaghetti,mineral_water,milk,olive_oil
red_wine,ground_beef,spaghetti,mineral_water,eggs,
red_wine,mineral_water,muffins,pancakes,honey,cake
red_wine,ground_beef,spaghetti,pancakes,blueberries,oil
red_wine,shrimp,pasta,pepper,eggs,chocolate
red_wine,mineral_water,oil,pet_food,,
red_wine,mineral_water,soup,rice,cookies,
red_wine,french_wine,vegetables_mix,rice,clothes_accessories,hot_dogs
red_wine,shrimp,chocolate,salmon,rice,whole_weat_flour
red_wine,spaghetti,mineral_water,soup,milk,eggs
red_wine,butter,hot_dogs,,,
red_wine,honey,hot_dogs,,,
red_wine,mineral_water,olive_oil,,,
red_wine,gums,pet_food,,,
red_wine,shrimp,spaghetti,,,
red_wine,extra_dark_chocolate,whole_weat_flour,,,
rice,burger_sauce,french_fries,frozen_smoothie,chocolate_bread,fresh_bread
salmon,escalope,shallot,strawberries,fresh_bread,low_fat_yogurt
salmon,eggs,cake,,,
salmon,chicken,green_tea,,,
salt,tomato_juice,fresh_bread,,,
shrimp,soup,milk,almonds,eggs,oil
shrimp,mineral_water,chocolate,avocado,butter,zucchini
shrimp,spaghetti,mineral_water,avocado,milk,salmon
shrimp,frozen_vegetables,parmesan_cheese,avocado,chicken,eggs
shrimp,mineral_water,soup,black_tea,,
shrimp,ground_beef,spaghetti,bug_spray,chocolate,strawberries
shrimp,parmesan_cheese,eggs,cake,green_tea,french_fries
shrimp,pasta,soup,cake,cooking_oil,chicken
shrimp,chocolate,mushroom_cream_sauce,candy_bars,,
shrimp,milk,butter,chicken,salt,
shrimp,spaghetti,mineral_water,chocolate,salmon,eggs
shrimp,tomato_sauce,mineral_water,chocolate,escalope,mint
shrimp,tomatoes,mineral_water,chocolate,,
shrimp,butter,soda,chocolate,tomato_juice,
shrimp,parmesan_cheese,soup,chocolate,brownies,
shrimp,pasta,chicken,chocolate_bread,,
shrimp,pasta,frozen_vegetables,chocolate_bread,,
shrimp,mineral_water,pancakes,clothes_accessories,champagne,protein_bar
shrimp,tomatoes,soup,clothes_accessories,green_tea,
shrimp,mineral_water,black_tea,cookies,,
shrimp,salmon,eggs,cookies,hot_dogs,
shrimp,chocolate,butter,cooking_oil,escalope,
shrimp,spaghetti,mineral_water,cooking_oil,escalope,low_fat_yogurt
shrimp,light_cream,rice,cooking_oil,chicken,extra_dark_chocolate
shrimp,frozen_vegetables,tomatoes,cottage_cheese,,
shrimp,mineral_water,almonds,eggs,cake,blueberries
shrimp,spaghetti,black_tea,eggs,cake,cookies
shrimp,frozen_vegetables,mineral_water,eggs,chocolate,cottage_cheese
shrimp,parmesan_cheese,mineral_water,eggs,cake,oil
shrimp,pasta,mineral_water,eggs,,
shrimp,mineral_water,olive_oil,eggs,cake,
shrimp,pasta,spaghetti,eggs,hot_dogs,green_tea
shrimp,pasta,tomatoes,energy_bar,french_wine,antioxydant_juice
shrimp,honey,pasta,energy_drink,green_tea,
shrimp,honey,frozen_smoothie,escalope,hot_dogs,
shrimp,spaghetti,chocolate,french_fries,escalope,cookies
shrimp,cider,eggs,french_fries,,
shrimp,milk,olive_oil,french_fries,,
shrimp,tomatoes,spaghetti,green_beans,,
shrimp,mineral_water,extra_dark_chocolate,green_tea,,
shrimp,frozen_vegetables,mineral_water,green_tea,,
shrimp,chocolate,chicken,honey,oil,cooking_oil
shrimp,spaghetti,chocolate,light_mayo,,
shrimp,champagne,pasta,magazines,,
shrimp,frozen_vegetables,mineral_water,meatballs,energy_bar,french_fries
shrimp,whole_wheat_pasta,spaghetti,meatballs,chicken,frozen_smoothie
shrimp,whole_wheat_pasta,meatballs,milk,,
shrimp,spaghetti,mineral_water,milk,french_wine,strong_cheese
shrimp,frozen_vegetables,parmesan_cheese,milk,eggs,cooking_oil
shrimp,frozen_vegetables,whole_wheat_pasta,milk,chicken,whole_wheat_rice
shrimp,pasta,yams,milk,chocolate,
shrimp,frozen_vegetables,parmesan_cheese,mineral_water,whole_wheat_rice,cake
shrimp,tomatoes,spaghetti,mineral_water,chocolate,chicken
shrimp,frozen_vegetables,tomato_sauce,mineral_water,chocolate,soup
shrimp,spaghetti,yams,mineral_water,chocolate,olive_oil
shrimp,frozen_vegetables,spaghetti,mint,,
shrimp,eggs,chocolate,mushroom_cream_sauce,low_fat_yogurt,
shrimp,vegetables_mix,cookies,mushroom_cream_sauce,hot_dogs,
shrimp,mineral_water,meatballs,olive_oil,,
shrimp,frozen_vegetables,mineral_water,pancakes,cake,chocolate
shrimp,spaghetti,vegetables_mix,rice,cookies,hot_dogs
shrimp,milk,whole_wheat_rice,rice,,
shrimp,butter,chicken,salmon,,
shrimp,mineral_water,energy_drink,salt,magazines,
shrimp,pasta,mineral_water,soup,avocado,milk
shrimp,pepper,mineral_water,soup,milk,eggs
shrimp,spaghetti,mineral_water,soup,milk,olive_oil
shrimp,spaghetti,mineral_water,soup,milk,chocolate_bread
shrimp,frozen_vegetables,parmesan_cheese,spaghetti,salmon,carrots
shrimp,tomatoes,parmesan_cheese,spaghetti,avocado,meatballs
shrimp,frozen_vegetables,pepper,spaghetti,green_tea,
shrimp,whole_wheat_pasta,pepper,spaghetti,flax_seed,black_tea
shrimp,frozen_vegetables,tomatoes,spaghetti,eggs,champagne
shrimp,frozen_vegetables,tomatoes,spaghetti,,
shrimp,frozen_vegetables,tomatoes,spaghetti,,
shrimp,frozen_vegetables,ground_beef,tomato_sauce,spaghetti,mineral_water
shrimp,tomatoes,parmesan_cheese,whole_wheat_pasta,black_tea,eggs
shrimp,frozen_vegetables,tomatoes,whole_wheat_pasta,chocolate,french_fries
shrimp,spaghetti,french_fries,,,
shrimp,butter,fresh_bread,,,
shrimp,body_spray,green_tea,,,
shrimp,fresh_bread,green_tea,,,
shrimp,frozen_vegetables,green_tea,,,
shrimp,frozen_vegetables,spaghetti,,,
shrimp,frozen_vegetables,tomatoes,,,
soda,oil,barbecue_sauce,pancakes,,
soup,meatballs,milk,almonds,green_tea,
soup,fromage_blanc,eggs,cake,carrots,frozen_smoothie
soup,milk,cider,chicken,green_beans,
soup,blueberries,cooking_oil,chocolate,cookies,champagne
soup,energy_bar,chicken,eggs,cake,french_fries
soup,meatballs,milk,energy_bar,,
soup,olive_oil,light_cream,extra_dark_chocolate,low_fat_yogurt,
soup,avocado,french_fries,hot_dogs,brownies,body_spray
soup,olive_oil,pancakes,light_cream,champagne,low_fat_yogurt
soup,cookies,brownies,light_mayo,,
soup,bug_spray,shallot,protein_bar,green_tea,
soup,olive_oil,eggs,soda,corn,
soup,chicken,gums,soda,body_spray,energy_drink
soup,milk,bacon,whole_wheat_rice,cooking_oil,chicken
soup,olive_oil,light_mayo,zucchini,green_tea,
soup,milk,brownies,,,
soup,chocolate,candy_bars,,,
soup,barbecue_sauce,cookies,,,
soup,oatmeal,green_tea,,,
soup,meatballs,hot_dogs,,,
soup,escalope,mint,,,
soup,milk,salmon,,,
soup,light_cream,shallot,,,
spaghetti,mineral_water,ham,body_spray,pancakes,green_tea
spaghetti,olive_oil,flax_seed,bug_spray,,
spaghetti,mineral_water,eggs,burger_sauce,cooking_oil,french_fries
spaghetti,soup,milk,carrots,chocolate,
spaghetti,yams,butter,chocolate,,
spaghetti,milk,fromage_blanc,chocolate,chocolate_bread,
spaghetti,eggs,ham,chocolate,french_fries,champagne
spaghetti,meatballs,vegetables_mix,chocolate,,
spaghetti,soup,milk,chocolate_bread,cooking_oil,
spaghetti,mineral_water,soup,cider,chocolate_bread,eggs
spaghetti,honey,cooking_oil,cookies,,
spaghetti,whole_wheat_rice,french_fries,cookies,green_tea,
spaghetti,mineral_water,eggs,cooking_oil,chocolate,escalope
spaghetti,mineral_water,milk,corn,,
spaghetti,vegetables_mix,rice,eggplant,green_tea,
spaghetti,yams,green_grapes,eggs,french_fries,
spaghetti,mineral_water,spinach,eggs,rice,mint_green_tea
spaghetti,mineral_water,vegetables_mix,eggs,whole_wheat_rice,fresh_bread
spaghetti,salmon,cake,energy_drink,,
spaghetti,mineral_water,chocolate,escalope,,
spaghetti,mineral_water,cooking_oil,escalope,,
spaghetti,mineral_water,chocolate,french_fries,champagne,escalope
spaghetti,milk,olive_oil,french_fries,escalope,hot_dogs
spaghetti,chocolate,cake,fresh_bread,white_wine,
spaghetti,eggs,chocolate,frozen_smoothie,cookies,green_tea
spaghetti,mineral_water,extra_dark_chocolate,green_tea,zucchini,
spaghetti,milk,frozen_smoothie,green_tea,,
spaghetti,meatballs,nonfat_milk,hot_dogs,,
spaghetti,mineral_water,cake,light_cream,cooking_oil,eggplant
spaghetti,milk,olive_oil,low_fat_yogurt,,
spaghetti,mineral_water,chocolate,milk,chicken,burger_sauce
spaghetti,milk,whole_wheat_rice,mint_green_tea,,
spaghetti,olive_oil,cake,mushroom_cream_sauce,,
spaghetti,chicken,chocolate_bread,pancakes,gluten_free_bar,
spaghetti,champagne,cottage_cheese,pancakes,light_mayo,green_tea
spaghetti,mineral_water,french_fries,pancakes,,
spaghetti,mineral_water,milk,pancakes,chocolate,french_fries
spaghetti,olive_oil,strong_cheese,pancakes,,
spaghetti,soup,cake,pet_food,hot_dogs,body_spray
spaghetti,mineral_water,eggs,pet_food,,
spaghetti,mineral_water,soup,salmon,pancakes,chicken
spaghetti,soup,vegetables_mix,spinach,french_fries,escalope
spaghetti,mineral_water,honey,strawberries,,
spaghetti,mineral_water,milk,strong_cheese,cereals,escalope
spaghetti,chocolate,brownies,white_wine,green_tea,
spaghetti,oil,cooking_oil,white_wine,,
spaghetti,chicken,green_tea,white_wine,,
spaghetti,energy_bar,pancakes,whole_wheat_rice,cake,french_fries
spaghetti,olive_oil,blueberries,,,
spaghetti,avocado,brownies,,,
spaghetti,milk,chicken,,,
spaghetti,mineral_water,chicken,,,
spaghetti,champagne,cookies,,,
spaghetti,eggs,eggplant,,,
spaghetti,chicken,eggs,,,
spaghetti,pancakes,french_fries,,,
spaghetti,whole_wheat_rice,french_fries,,,
spaghetti,mineral_water,milk,,,
spaghetti,escalope,mushroom_cream_sauce,,,
spaghetti,milk,oil,,,
spaghetti,chocolate,yogurt_cake,,,
spinach,chocolate,french_fries,,,
strawberries,fresh_bread,white_wine,,,
strong_cheese,salmon,green_tea,french_fries,frozen_smoothie,hot_dogs
tomato_sauce,soup,blueberries,burger_sauce,cookies,low_fat_yogurt
tomato_sauce,spaghetti,mineral_water,chocolate,honey,cooking_oil
tomato_sauce,oil,clothes_accessories,,,
tomatoes,avocado,eggs,cake,energy_drink,
tomatoes,mineral_water,soup,cake,chocolate,
tomatoes,almonds,cake,champagne,low_fat_yogurt,
tomatoes,mineral_water,meatballs,chicken,pancakes,eggs
tomatoes,spaghetti,meatballs,chicken,eggs,
tomatoes,ground_beef,mineral_water,eggs,cake,green_tea
tomatoes,soup,french_fries,escalope,tomato_juice,
tomatoes,mineral_water,olive_oil,extra_dark_chocolate,,
tomatoes,milk,muffins,french_fries,,
tomatoes,whole_weat_flour,green_tea,fresh_bread,white_wine,
tomatoes,ground_beef,soda,frozen_smoothie,mint,
tomatoes,ground_beef,chicken,green_tea,escalope,
tomatoes,burger_sauce,chocolate,green_tea,,
tomatoes,mineral_water,chocolate,light_mayo,,
tomatoes,ground_beef,avocado,milk,pancakes,green_tea
